movie_title,similar_movie_title,similarity_score,rank
"Monsters, Inc.",FearDotCom,0.42483288049697876,9
"Monsters, Inc.",A Nightmare on Elm Street,0.42423582077026367,10
The Wolverine,X-Men Origins: Wolverine,0.6453428864479065,1
The Wolverine,X-Men: Days of Future Past,0.5286962985992432,2
The Wolverine,X-Men: Apocalypse,0.5044280290603638,3
The Wolverine,X2,0.501176118850708,4
The Wolverine,X-Men,0.4506421387195587,5
The Wolverine,47 Ronin,0.4428586959838867,6
The Wolverine,Letters from Iwo Jima,0.4323981702327728,7
The Wolverine,Batman v Superman: Dawn of Justice,0.4253306984901428,8
The Wolverine,Jimmy Neutron: Boy Genius,0.4239658713340759,9
The Wolverine,Super,0.4138200581073761,10
Star Wars: Episode I - The Phantom Menace,Star Wars: Episode III - Revenge of the Sith,0.5836900472640991,1
Star Wars: Episode I - The Phantom Menace,Star Wars: Episode II - Attack of the Clones,0.5248710513114929,2
Star Wars: Episode I - The Phantom Menace,Return of the Jedi,0.5049136281013489,3
Star Wars: Episode I - The Phantom Menace,Star Wars,0.49830231070518494,4
Star Wars: Episode I - The Phantom Menace,The Empire Strikes Back,0.4967607855796814,5
Star Wars: Episode I - The Phantom Menace,Star Wars: Clone Wars: Volume 1,0.37451985478401184,6
Star Wars: Episode I - The Phantom Menace,Spaceballs,0.3437730669975281,7
Star Wars: Episode I - The Phantom Menace,Prince of Persia: The Sands of Time,0.3434555232524872,8
Star Wars: Episode I - The Phantom Menace,Riddick,0.3415193259716034,9
Star Wars: Episode I - The Phantom Menace,Rockaway,0.331127792596817,10
The Croods,Lake Placid,0.4646124541759491,1
The Croods,The Land Before Time,0.46264326572418213,2
The Croods,Over the Hedge,0.4621789753437042,3
The Croods,Ice Age,0.44370895624160767,4
The Croods,Dwegons,0.4392251968383789,5
The Croods,Crocodile Dundee in Los Angeles,0.4265593886375427,6
The Croods,The Descent,0.4237058162689209,7
The Croods,Quest for Fire,0.41789618134498596,8
The Croods,102 Dalmatians,0.4098576009273529,9
The Croods,Rio 2,0.4084243178367615,10
Asterix at the Olympic Games,Ice Princess,0.38599732518196106,1
Asterix at the Olympic Games,Our Kind of Traitor,0.38546431064605713,2
Asterix at the Olympic Games,I Am Love,0.38062024116516113,3
Asterix at the Olympic Games,DOA: Dead or Alive,0.3804871141910553,4
Asterix at the Olympic Games,The Tempest,0.375659704208374,5
Asterix at the Olympic Games,Freaky Friday,0.37419232726097107,6
Asterix at the Olympic Games,Anastasia,0.3730553090572357,7
Asterix at the Olympic Games,Underdogs,0.3721520006656647,8
Asterix at the Olympic Games,Amélie,0.37080901861190796,9
Asterix at the Olympic Games,"Remember Me, My Love",0.3692072927951813,10
Windtalkers,G.I. Joe: The Rise of Cobra,0.4160968065261841,1
Windtalkers,Orgazmo,0.3982996940612793,2
Windtalkers,Showdown in Little Tokyo,0.3958941698074341,3
Windtalkers,Maze Runner: The Scorch Trials,0.37412068247795105,4
Windtalkers,Stone Cold,0.36947768926620483,5
Windtalkers,The Last Samurai,0.3577497899532318,6
Windtalkers,Tora! Tora! Tora!,0.3539661169052124,7
Windtalkers,Snow Falling on Cedars,0.3535027801990509,8
Windtalkers,American Ninja 2: The Confrontation,0.3526567220687866,9
Windtalkers,G.I. Joe: Retaliation,0.3484439551830292,10
The Huntsman: Winter's War,Snow White and the Huntsman,0.5808145403862,1
The Huntsman: Winter's War,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",0.5372505784034729,2
The Huntsman: Winter's War,Mirror Mirror,0.5186511874198914,3
The Huntsman: Winter's War,Red Riding Hood,0.5035808682441711,4
The Huntsman: Winter's War,Snow White and the Seven Dwarfs,0.49333009123802185,5
The Huntsman: Winter's War,Happily N'Ever After,0.4928804934024811,6
The Huntsman: Winter's War,Epic Movie,0.4912286698818207,7
The Huntsman: Winter's War,The Spiderwick Chronicles,0.48327362537384033,8
The Huntsman: Winter's War,Robin Hood: Prince of Thieves,0.47069257497787476,9
The Huntsman: Winter's War,Minions,0.466146320104599,10
Teenage Mutant Ninja Turtles,TMNT,0.5974787473678589,1
Teenage Mutant Ninja Turtles,Batman v Superman: Dawn of Justice,0.5339395403862,2
Teenage Mutant Ninja Turtles,Sin City,0.523794412612915,3
Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles: Out of the Shadows,0.5116832852363586,4
Teenage Mutant Ninja Turtles,The Shadow,0.5044553279876709,5
Teenage Mutant Ninja Turtles,The Spirit,0.49939537048339844,6
Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,0.4826158583164215,7
Teenage Mutant Ninja Turtles,Batman Begins,0.4794783294200897,8
Teenage Mutant Ninja Turtles,Broken City,0.4670312702655792,9
Teenage Mutant Ninja Turtles,C.H.U.D.,0.46333539485931396,10
Gravity,The Martian,0.4890023171901703,1
Gravity,Moon,0.4667440354824066,2
Gravity,In the Shadow of the Moon,0.45648032426834106,3
Gravity,Apollo 13,0.4547393321990967,4
Gravity,Deep Impact,0.45345720648765564,5
Gravity,Moonraker,0.4486742615699768,6
Gravity,Space Cowboys,0.4476659595966339,7
Gravity,The Andromeda Strain,0.44325149059295654,8
Gravity,Love Happens,0.4396403729915619,9
Gravity,Oblivion,0.4348869025707245,10
Dante's Peak,Volcano,0.4007551968097687,1
Dante's Peak,Teenage Mutant Ninja Turtles,0.39864012598991394,2
Dante's Peak,Sin City,0.3753671944141388,3
Dante's Peak,Get Shorty,0.3730945587158203,4
Dante's Peak,Harry Potter and the Chamber of Secrets,0.3659396171569824,5
Dante's Peak,City By The Sea,0.3541449010372162,6
Dante's Peak,The Barbarians,0.34310656785964966,7
Dante's Peak,Hulk,0.3430634140968323,8
Dante's Peak,Goldfinger,0.3420105576515198,9
Dante's Peak,My Name Is Bruce,0.3356492221355438,10
Teenage Mutant Ninja Turtles: Out of the Shadows,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,0.6202367544174194,1
Teenage Mutant Ninja Turtles: Out of the Shadows,TMNT,0.5603132843971252,2
Teenage Mutant Ninja Turtles: Out of the Shadows,Teenage Mutant Ninja Turtles,0.5116832852363586,3
Teenage Mutant Ninja Turtles: Out of the Shadows,The Toxic Avenger,0.4987718462944031,4
Teenage Mutant Ninja Turtles: Out of the Shadows,The SpongeBob Movie: Sponge Out of Water,0.49371543526649475,5
Teenage Mutant Ninja Turtles: Out of the Shadows,Lethal Weapon 4,0.4795890152454376,6
Teenage Mutant Ninja Turtles: Out of the Shadows,Mystery Men,0.4779186248779297,7
Teenage Mutant Ninja Turtles: Out of the Shadows,Micmacs,0.45808595418930054,8
Teenage Mutant Ninja Turtles: Out of the Shadows,Punisher: War Zone,0.45418015122413635,9
Teenage Mutant Ninja Turtles: Out of the Shadows,Monkeybone,0.45099571347236633,10
Fantastic Four,Prometheus,0.5396485924720764,1
Fantastic Four,The Covenant,0.5262047052383423,2
Fantastic Four,Dreamcatcher,0.5239732265472412,3
Fantastic Four,The Crazies,0.5149731040000916,4
Fantastic Four,Tomorrowland,0.5142115354537964,5
Fantastic Four,Carriers,0.5122973918914795,6
Fantastic Four,Zathura: A Space Adventure,0.5026941895484924,7
Fantastic Four,The Descent,0.49642348289489746,8
Fantastic Four,Man of Steel,0.4959641396999359,9
Fantastic Four,Nine Dead,0.49187058210372925,10
Night at the Museum,Night at the Museum: Battle of the Smithsonian,0.5952373743057251,1
Night at the Museum,Jurassic Park,0.44974297285079956,2
Night at the Museum,Oz: The Great and Powerful,0.4380509555339813,3
Night at the Museum,The Lost World: Jurassic Park,0.42166024446487427,4
Night at the Museum,Ice Age: Dawn of the Dinosaurs,0.4169442057609558,5
Night at the Museum,Scooby-Doo 2: Monsters Unleashed,0.41118964552879333,6
Night at the Museum,The Adventures of Huck Finn,0.40563416481018066,7
Night at the Museum,Raiders of the Lost Ark,0.3931570053100586,8
Night at the Museum,Sea Rex 3D: Journey to a Prehistoric World,0.39241209626197815,9
Night at the Museum,Wordplay,0.39023005962371826,10
San Andreas,Brothers,0.46340447664260864,1
San Andreas,The Prince,0.43218278884887695,2
San Andreas,Radio Flyer,0.4217981696128845,3
San Andreas,My Stepmother is an Alien,0.4185563921928406,4
San Andreas,American Sniper,0.4087137281894684,5
San Andreas,Rotor DR1,0.4082949757575989,6
San Andreas,The Descendants,0.4080960750579834,7
San Andreas,Sharknado,0.4055059552192688,8
San Andreas,Behind Enemy Lines,0.4049120247364044,9
San Andreas,Mission to Mars,0.40224000811576843,10
Tomorrow Never Dies,Johnny English Reborn,0.5750534534454346,1
Tomorrow Never Dies,The Avengers,0.5195184946060181,2
Tomorrow Never Dies,The World Is Not Enough,0.502639889717102,3
Tomorrow Never Dies,Megamind,0.47934868931770325,4
Tomorrow Never Dies,Rush Hour 2,0.4752092659473419,5
Tomorrow Never Dies,The Art of War,0.47465336322784424,6
Tomorrow Never Dies,Nighthawks,0.4673941433429718,7
Tomorrow Never Dies,"War, Inc.",0.46628934144973755,8
Tomorrow Never Dies,Safe House,0.4631102383136749,9
Tomorrow Never Dies,3 Days to Kill,0.46232226490974426,10
The Patriot,Alatriste,0.48046907782554626,1
The Patriot,American Sniper,0.4398181140422821,2
The Patriot,The Last of the Mohicans,0.4353405237197876,3
The Patriot,Stake Land,0.42282089591026306,4
The Patriot,Blood Diamond,0.4101093113422394,5
The Patriot,The Rundown,0.4094334542751312,6
The Patriot,The Water Diviner,0.40610751509666443,7
The Patriot,The Last Samurai,0.399516761302948,8
The Patriot,One Man's Hero,0.3988804817199707,9
The Patriot,The Prophecy,0.3900294601917267,10
Ocean's Twelve,Ocean's Eleven,0.6327052116394043,1
Ocean's Twelve,Ocean's Thirteen,0.6260949969291687,2
Ocean's Twelve,12 Rounds,0.46620622277259827,3
Ocean's Twelve,Last Action Hero,0.455790638923645,4
Ocean's Twelve,Unleashed,0.44754767417907715,5
Ocean's Twelve,The Corruptor,0.4453505575656891,6
Ocean's Twelve,The Matador,0.43656396865844727,7
Ocean's Twelve,After the Sunset,0.42733243107795715,8
Ocean's Twelve,Pierrot le Fou,0.42011088132858276,9
Ocean's Twelve,Fast Five,0.4139883816242218,10
Mr. & Mrs. Smith,Killers,0.4982699453830719,1
Mr. & Mrs. Smith,Knight and Day,0.4924215078353882,2
Mr. & Mrs. Smith,Cyrus,0.48936399817466736,3
Mr. & Mrs. Smith,Something Wicked,0.4798889458179474,4
Mr. & Mrs. Smith,Fight Club,0.46934938430786133,5
Mr. & Mrs. Smith,Just Married,0.4673178791999817,6
Mr. & Mrs. Smith,It's Complicated,0.466419517993927,7
Mr. & Mrs. Smith,The Dead Zone,0.4598584771156311,8
Mr. & Mrs. Smith,Commando,0.4595387279987335,9
Mr. & Mrs. Smith,Earth to Echo,0.45714399218559265,10
Insurgent,Happily N'Ever After,0.4540081322193146,1
Insurgent,Elizabeth: The Golden Age,0.4305126368999481,2
Insurgent,The Ring Two,0.4263107478618622,3
Insurgent,Silent Hill: Revelation 3D,0.4191969037055969,4
Insurgent,The Grudge 2,0.4189797043800354,5
Insurgent,The Devil Inside,0.41368231177330017,6
Insurgent,The Mortal Instruments: City of Bones,0.40760838985443115,7
Insurgent,Stoker,0.4064609706401825,8
Insurgent,Allegiant,0.40631240606307983,9
Insurgent,Blade,0.4021311104297638,10
The Aviator,The Hoax,0.5287728309631348,1
The Aviator,Ed Wood,0.44293689727783203,2
The Aviator,Man on the Moon,0.4360107183456421,3
The Aviator,Pollock,0.4312337636947632,4
The Aviator,Windsor Drive,0.406542032957077,5
The Aviator,Auto Focus,0.4051559865474701,6
The Aviator,The Artist,0.3979147672653198,7
The Aviator,A Guy Named Joe,0.38260218501091003,8
The Aviator,Basquiat,0.3822947144508362,9
The Aviator,"Gandhi, My Father",0.3777991533279419,10
Gulliver's Travels,Elza,0.4230981469154358,1
Gulliver's Travels,The Ghost Writer,0.3707149624824524,2
Gulliver's Travels,The Great Gatsby,0.3651658892631531,3
Gulliver's Travels,The Other Side of Heaven,0.36492738127708435,4
Gulliver's Travels,When the Cat's Away,0.36129260063171387,5
Gulliver's Travels,Six Days Seven Nights,0.35870859026908875,6
Gulliver's Travels,The Pirates! In an Adventure with Scientists!,0.353554904460907,7
Gulliver's Travels,Muppets from Space,0.3458092212677002,8
Gulliver's Travels,In Her Line of Fire,0.34533798694610596,9
Gulliver's Travels,Pirates of the Caribbean: The Curse of the Black Pearl,0.343140572309494,10
The Green Hornet,Nightcrawler,0.5276951193809509,1
The Green Hornet,Network,0.4489262104034424,2
The Green Hornet,Kill the Messenger,0.4445221424102783,3
The Green Hornet,Dream House,0.41813692450523376,4
The Green Hornet,Celebrity,0.40632733702659607,5
The Green Hornet,Fair Game,0.40452492237091064,6
The Green Hornet,Scoop,0.3967481553554535,7
The Green Hornet,Thank You for Smoking,0.39520499110221863,8
The Green Hornet,RockNRolla,0.3936472535133362,9
The Green Hornet,The Thomas Crown Affair,0.39305490255355835,10
300: Rise of an Empire,300,0.6208947896957397,1
300: Rise of an Empire,Immortals,0.4914836287498474,2
300: Rise of an Empire,Jack the Giant Slayer,0.4522554576396942,3
300: Rise of an Empire,The Fall of the Roman Empire,0.4445309638977051,4
300: Rise of an Empire,Troy,0.4443368911743164,5
300: Rise of an Empire,X-Men: Days of Future Past,0.43622255325317383,6
300: Rise of an Empire,The Legend of Hercules,0.4287482500076294,7
300: Rise of an Empire,Quo Vadis,0.4247335195541382,8
300: Rise of an Empire,Alexander,0.4210509657859802,9
300: Rise of an Empire,The Greatest Story Ever Told,0.4184556305408478,10
The Smurfs,The Smurfs 2,0.6774891018867493,1
The Smurfs,Into the Woods,0.46971267461776733,2
The Smurfs,The Wizard of Oz,0.4693639874458313,3
The Smurfs,Hoodwinked!,0.4404234290122986,4
The Smurfs,The Brothers Grimm,0.4376943111419678,5
The Smurfs,Percy Jackson: Sea of Monsters,0.4327017068862915,6
The Smurfs,Doug's 1st Movie,0.41712549328804016,7
The Smurfs,The Hobbit: The Battle of the Five Armies,0.40904343128204346,8
The Smurfs,Oz: The Great and Powerful,0.4089418351650238,9
The Smurfs,Thir13en Ghosts,0.4023752808570862,10
Home on the Range,Hoodwinked!,0.526240348815918,1
Home on the Range,In the Name of the King: A Dungeon Siege Tale,0.4832208752632141,2
Home on the Range,Barnyard,0.4629081189632416,3
Home on the Range,American Outlaws,0.4298029839992523,4
Home on the Range,Young Guns,0.4280237555503845,5
Home on the Range,Paint Your Wagon,0.4247651994228363,6
Home on the Range,The Cottage,0.4227381944656372,7
Home on the Range,The Legend of Hell's Gate: An American Conspiracy,0.41924023628234863,8
Home on the Range,Chicken Run,0.4189799427986145,9
Home on the Range,Signs,0.41401371359825134,10
Allegiant,2 Guns,0.5121748447418213,1
Allegiant,Flirting with Disaster,0.5077437162399292,2
Allegiant,The Conjuring,0.4575958549976349,3
Allegiant,Delivery Man,0.45491403341293335,4
Allegiant,The Prince,0.4304758906364441,5
Allegiant,Max Payne,0.42944464087486267,6
Allegiant,The Fourth Kind,0.42747190594673157,7
Allegiant,Mighty Joe Young,0.4262984097003937,8
Allegiant,Along Came a Spider,0.4245004653930664,9
Allegiant,Spy Kids: All the Time in the World,0.41697850823402405,10
Real Steel,Rain Man,0.4516214430332184,1
Real Steel,Top Gun,0.44155776500701904,2
Real Steel,Terminator Salvation,0.432573527097702,3
Real Steel,Unleashed,0.41773343086242676,4
Real Steel,Robots,0.41266363859176636,5
Real Steel,The Young Unknowns,0.4121377170085907,6
Real Steel,Astro Boy,0.4098677635192871,7
Real Steel,Red Sky,0.38819968700408936,8
Real Steel,Charlie St. Cloud,0.38792020082473755,9
Real Steel,The Game Plan,0.38196730613708496,10
The Smurfs 2,The Smurfs,0.6774891018867493,1
The Smurfs 2,Howl's Moving Castle,0.4650075435638428,2
The Smurfs 2,The Chronicles of Narnia: Prince Caspian,0.45178815722465515,3
The Smurfs 2,Bogus,0.4368709325790405,4
The Smurfs 2,Beastly,0.4320162236690521,5
The Smurfs 2,The Visitors II: The Corridors of Time,0.4313867390155792,6
The Smurfs 2,Ella Enchanted,0.4286743104457855,7
The Smurfs 2,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",0.4221644997596741,8
The Smurfs 2,A Simple Wish,0.41390010714530945,9
The Smurfs 2,Epic Movie,0.40864133834838867,10
Speed 2: Cruise Control,Vanilla Sky,0.4697605073451996,1
Speed 2: Cruise Control,Love and Other Catastrophes,0.44814205169677734,2
Speed 2: Cruise Control,The Life Aquatic with Steve Zissou,0.4453200697898865,3
Speed 2: Cruise Control,Tim and Eric's Billion Dollar Movie,0.4404561221599579,4
Speed 2: Cruise Control,Disaster Movie,0.4404190480709076,5
Speed 2: Cruise Control,What to Expect When You're Expecting,0.43247881531715393,6
Speed 2: Cruise Control,Why Did I Get Married?,0.43061086535453796,7
Speed 2: Cruise Control,How to Deal,0.42930957674980164,8
Speed 2: Cruise Control,A Beginner's Guide to Snuff,0.42609548568725586,9
Speed 2: Cruise Control,Zack and Miri Make a Porno,0.41970980167388916,10
Ender's Game,Man of Steel,0.45834705233573914,1
Ender's Game,Little Boy,0.43746045231819153,2
Ender's Game,Astro Boy,0.41529926657676697,3
Ender's Game,Treasure Planet,0.4060172438621521,4
Ender's Game,Gattaca,0.4018372893333435,5
Ender's Game,Zathura: A Space Adventure,0.39441752433776855,6
Ender's Game,The Maze Runner,0.3929784297943115,7
Ender's Game,Sky High,0.3918374180793762,8
Ender's Game,Tomorrowland,0.3917836844921112,9
Ender's Game,Invaders from Mars,0.3818862736225128,10
Live Free or Die Hard,Die Hard 2,0.6505404114723206,1
Live Free or Die Hard,Die Hard,0.5735692977905273,2
Live Free or Die Hard,Swordfish,0.5383077263832092,3
Live Free or Die Hard,Die Hard: With a Vengeance,0.5358891487121582,4
Live Free or Die Hard,WarGames,0.529532790184021,5
Live Free or Die Hard,Criminal,0.48697251081466675,6
Live Free or Die Hard,Hackers,0.48658618330955505,7
Live Free or Die Hard,The Firm,0.4594169557094574,8
Live Free or Die Hard,True Lies,0.4523393213748932,9
Live Free or Die Hard,Repo Man,0.4372060298919678,10
The Lord of the Rings: The Fellowship of the Ring,The Hobbit: An Unexpected Journey,0.6250994205474854,1
The Lord of the Rings: The Fellowship of the Ring,The Hobbit: The Desolation of Smaug,0.5552572011947632,2
The Lord of the Rings: The Fellowship of the Ring,The Lord of the Rings: The Return of the King,0.5076847672462463,3
The Lord of the Rings: The Fellowship of the Ring,The Hobbit: The Battle of the Five Armies,0.4598390460014343,4
The Lord of the Rings: The Fellowship of the Ring,The Lord of the Rings: The Two Towers,0.4592932164669037,5
The Lord of the Rings: The Fellowship of the Ring,Raging Bull,0.3877938687801361,6
