movie1,movie2,weight
apollo 13 (1995),monty python and the holy grail (1975),31
apollo 13 (1995),moon (2009),2
apollo 13 (1995),my fair lady (1964),10
apollo 13 (1995),no country for old men (2007),5
apollo 13 (1995),on the waterfront (1954),4
apollo 13 (1995),patton (1970),5
apollo 13 (1995),"pianist, the (2002)",8
apollo 13 (1995),"town, the (2010)",2
apollo 13 (1995),x-men: first class (2011),2
apollo 13 (1995),zodiac (2007),2
back to the future (1985),"best years of our lives, the (1946)",2
back to the future (1985),black hawk down (2001),6
back to the future (1985),blues brothers 2000 (1998),3
back to the future (1985),django unchained (2012),4
back to the future (1985),edge of tomorrow (2014),3
back to the future (1985),excalibur (1981),2
back to the future (1985),"fog of war: eleven lessons from the life of robert s. mcnamara, the (2003)",2
back to the future (1985),glory (1989),5
back to the future (1985),gravity (2013),2
back to the future (1985),"iron giant, the (1999)",2
back to the future (1985),it's a wonderful life (1946),14
back to the future (1985),"king's speech, the (2010)",3
back to the future (1985),lawrence of arabia (1962),6
back to the future (1985),"man who would be king, the (1975)",5
back to the future (1985),my fair lady (1964),9
back to the future (1985),no country for old men (2007),3
back to the future (1985),on the waterfront (1954),3
back to the future (1985),patton (1970),6
back to the future (1985),"pianist, the (2002)",7
back to the future (1985),u.s. marshals (1998),3
back to the future (1985),under siege (1992),5
back to the future (1985),x-men: days of future past (2014),4
back to the future (1985),x-men: first class (2011),3
battlestar galactica (2003),"bridge on the river kwai, the (1957)",2
battlestar galactica (2003),"departed, the (2006)",2
battlestar galactica (2003),district 9 (2009),2
battlestar galactica (2003),django unchained (2012),2
battlestar galactica (2003),gladiator (2000),2
battlestar galactica (2003),i am legend (2007),2
battlestar galactica (2003),it's a wonderful life (1946),2
battlestar galactica (2003),"king's speech, the (2010)",2
battlestar galactica (2003),moon (2009),4
battlestar galactica (2003),no country for old men (2007),2
battlestar galactica (2003),saving private ryan (1998),3
"best years of our lives, the (1946)","bridge on the river kwai, the (1957)",2
"best years of our lives, the (1946)",forrest gump (1994),2
"best years of our lives, the (1946)",full metal jacket (1987),2
"best years of our lives, the (1946)","godfather, the (1972)",2
"best years of our lives, the (1946)",goodfellas (1990),2
"best years of our lives, the (1946)","great escape, the (1963)",2
"best years of our lives, the (1946)",independence day (a.k.a. id4) (1996),2
"best years of our lives, the (1946)","man who would be king, the (1975)",2
"best years of our lives, the (1946)",patton (1970),2
"best years of our lives, the (1946)",raiders of the lost ark (indiana jones and the raiders of the lost ark) (1981),2
"best years of our lives, the (1946)","shawshank redemption, the (1994)",2
"best years of our lives, the (1946)",stargate (1994),2
bill & ted's bogus journey (1991),die hard: with a vengeance (1995),2
bill & ted's bogus journey (1991),district 9 (2009),2
bill & ted's bogus journey (1991),forrest gump (1994),2
bill & ted's bogus journey (1991),gladiator (2000),2
bill & ted's bogus journey (1991),pulp fiction (1994),3
bill & ted's bogus journey (1991),raiders of the lost ark (indiana jones and the raiders of the lost ark) (1981),2
bill & ted's bogus journey (1991),saving private ryan (1998),2
bill & ted's bogus journey (1991),"shawshank redemption, the (1994)",2
black hawk down (2001),"bridge on the river kwai, the (1957)",2
black hawk down (2001),children of men (2006),6
black hawk down (2001),"departed, the (2006)",4
black hawk down (2001),die hard: with a vengeance (1995),2
black hawk down (2001),dr. strangelove or: how i learned to stop worrying and love the bomb (1964),3
black hawk down (2001),edge of tomorrow (2014),2
black hawk down (2001),enemy at the gates (2001),2
black hawk down (2001),"fog of war: eleven lessons from the life of robert s. mcnamara, the (2003)",2
black hawk down (2001),forrest gump (1994),12
black hawk down (2001),frost/nixon (2008),2
black hawk down (2001),full metal jacket (1987),5
black hawk down (2001),gladiator (2000),10
black hawk down (2001),glory (1989),2
black hawk down (2001),"godfather, the (1972)",4
black hawk down (2001),goodfellas (1990),4
black hawk down (2001),"great escape, the (1963)",3
black hawk down (2001),hackers (1995),2
black hawk down (2001),i am legend (2007),4
black hawk down (2001),independence day (a.k.a. id4) (1996),5
black hawk down (2001),"king's speech, the (2010)",2
black hawk down (2001),l.a. confidential (1997),3
black hawk down (2001),lawrence of arabia (1962),2
black hawk down (2001),monty python and the holy grail (1975),3
black hawk down (2001),no country for old men (2007),2
black hawk down (2001),"pianist, the (2002)",5
black hawk down (2001),pulp fiction (1994),9
black hawk down (2001),raiders of the lost ark (indiana jones and the raiders of the lost ark) (1981),3
black hawk down (2001),rear window (1954),2
black hawk down (2001),road to perdition (2002),3
black hawk down (2001),saving private ryan (1998),10
black hawk down (2001),"shawshank redemption, the (1994)",11
black hawk down (2001),stargate (1994),3
black hawk down (2001),under siege (1992),2
black hawk down (2001),"usual suspects, the (1995)",5
black hawk down (2001),x-men: days of future past (2014),3
black hawk down (2001),x-men: first class (2011),2
blues brothers 2000 (1998),"bridge on the river kwai, the (1957)",2
blues brothers 2000 (1998),dr. strangelove or: how i learned to stop worrying and love the bomb (1964),2
blues brothers 2000 (1998),forrest gump (1994),4
blues brothers 2000 (1998),"godfather, the (1972)",4
blues brothers 2000 (1998),goodfellas (1990),2
blues brothers 2000 (1998),independence day (a.k.a. id4) (1996),3
blues brothers 2000 (1998),"last of the mohicans, the (1992)",2
blues brothers 2000 (1998),monty python and the holy grail (1975),3
blues brothers 2000 (1998),my fair lady (1964),2
blues brothers 2000 (1998),pulp fiction (1994),3
blues brothers 2000 (1998),"shawshank redemption, the (1994)",3
blues brothers 2000 (1998),"usual suspects, the (1995)",3
"bridge on the river kwai, the (1957)",children of men (2006),2
"bridge on the river kwai, the (1957)",die hard: with a vengeance (1995),3
"bridge on the river kwai, the (1957)","dirty dozen, the (1967)",3
"bridge on the river kwai, the (1957)",dr. strangelove or: how i learned to stop worrying and love the bomb (1964),15
"bridge on the river kwai, the (1957)",enemy at the gates (2001),2
"bridge on the river kwai, the (1957)",gladiator (2000),4
"bridge on the river kwai, the (1957)",glory (1989),2
"bridge on the river kwai, the (1957)","godfather, the (1972)",12
"bridge on the river kwai, the (1957)",henry v (1989),3
"bridge on the river kwai, the (1957)",i am legend (2007),2
"bridge on the river kwai, the (1957)",it's a wonderful life (1946),10
"bridge on the river kwai, the (1957)",l.a. confidential (1997),4
"bridge on the river kwai, the (1957)","last of the mohicans, the (1992)",2
"bridge on the river kwai, the (1957)",lawrence of arabia (1962),7
"bridge on the river kwai, the (1957)","magnificent seven, the (1960)",2
"bridge on the river kwai, the (1957)","man who would be king, the (1975)",3
"bridge on the river kwai, the (1957)",no country for old men (2007),3
"bridge on the river kwai, the (1957)",on the waterfront (1954),2
"bridge on the river kwai, the (1957)",patton (1970),7
"bridge on the river kwai, the (1957)","pianist, the (2002)",2
"bridge on the river kwai, the (1957)",saving private ryan (1998),5
"bridge on the river kwai, the (1957)","shawshank redemption, the (1994)",19
"bridge on the river kwai, the (1957)",under siege (1992),2
"bridge on the river kwai, the (1957)","usual suspects, the (1995)",7
children of men (2006),"departed, the (2006)",9
children of men (2006),die hard: with a vengeance (1995),2
children of men (2006),dr. strangelove or: how i learned to stop worrying and love the bomb (1964),4
children of men (2006),edge of tomorrow (2014),2
children of men (2006),enemy at the gates (2001),3
children of men (2006),frost/nixon (2008),2
children of men (2006),full metal jacket (1987),4
children of men (2006),glory (1989),2
children of men (2006),goodfellas (1990),3
children of men (2006),hackers (1995),2
children of men (2006),it's a wonderful life (1946),2
children of men (2006),"king's speech, the (2010)",2
children of men (2006),lawrence of arabia (1962),2
children of men (2006),monty python and the holy grail (1975),5
children of men (2006),no country for old men (2007),6
children of men (2006),"pianist, the (2002)",5
children of men (2006),rear window (1954),2
children of men (2006),"town, the (2010)",2
children of men (2006),under siege (1992),2
children of men (2006),"usual suspects, the (1995)",7
children of men (2006),x-men: days of future past (2014),2
children of men (2006),x-men: first class (2011),5
days of thunder (1990),glory (1989),2
days of thunder (1990),henry v (1989),2
days of thunder (1990),it's a wonderful life (1946),2
days of thunder (1990),lawrence of arabia (1962),2
days of thunder (1990),monty python and the holy grail (1975),3
days of thunder (1990),stargate (1994),2
"departed, the (2006)",die hard: with a vengeance (1995),3
"departed, the (2006)",district 9 (2009),2
"departed, the (2006)",enemy at the gates (2001),3
"departed, the (2006)","fog of war: eleven lessons from the life of robert s. mcnamara, the (2003)",3
"departed, the (2006)",frost/nixon (2008),3
"departed, the (2006)",glory (1989),2
"departed, the (2006)",gravity (2013),3
"departed, the (2006)","great escape, the (1963)",2
"departed, the (2006)",hackers (1995),2
"departed, the (2006)",i am legend (2007),2
"departed, the (2006)",it's a wonderful life (1946),4
"departed, the (2006)","king's speech, the (2010)",3
"departed, the (2006)",l.a. confidential (1997),4
"departed, the (2006)",monty python and the holy grail (1975),9
"departed, the (2006)",moon (2009),3
"departed, the (2006)",my fair lady (1964),2
"departed, the (2006)",on the waterfront (1954),2
"departed, the (2006)","pianist, the (2002)",5
"departed, the (2006)",true grit (2010),3
"departed, the (2006)",x-men: first class (2011),2
"departed, the (2006)",zero dark thirty (2012),2
die hard: with a vengeance (1995),django unchained (2012),2
die hard: with a vengeance (1995),glory (1989),3
die hard: with a vengeance (1995),"great escape, the (1963)",5
die hard: with a vengeance (1995),i am legend (2007),3
die hard: with a vengeance (1995),"iron giant, the (1999)",2
die hard: with a vengeance (1995),it's a wonderful life (1946),5
die hard: with a vengeance (1995),"karate kid, the (1984)",2
die hard: with a vengeance (1995),lawrence of arabia (1962),4
die hard: with a vengeance (1995),"man who would be king, the (1975)",2
die hard: with a vengeance (1995),moon (2009),2
die hard: with a vengeance (1995),my fair lady (1964),5
die hard: with a vengeance (1995),no country for old men (2007),3
die hard: with a vengeance (1995),on the waterfront (1954),2
die hard: with a vengeance (1995),patton (1970),2
die hard: with a vengeance (1995),"pianist, the (2002)",4
die hard: with a vengeance (1995),"town, the (2010)",2
die hard: with a vengeance (1995),u.s. marshals (1998),2
"dirty dozen, the (1967)",dr. strangelove or: how i learned to stop worrying and love the bomb (1964),4
"dirty dozen, the (1967)","fistful of dollars, a (per un pugno di dollari) (1964)",2
"dirty dozen, the (1967)",for a few dollars more (per qualche dollaro in più) (1965),2
"dirty dozen, the (1967)",forrest gump (1994),2
"dirty dozen, the (1967)",full metal jacket (1987),3
"dirty dozen, the (1967)",gladiator (2000),3
"dirty dozen, the (1967)",glory (1989),2
"dirty dozen, the (1967)","godfather, the (1972)",4
"dirty dozen, the (1967)","good, the bad and the ugly, the (buono, il brutto, il cattivo, il) (1966)",2
"dirty dozen, the (1967)",goodfellas (1990),2
"dirty dozen, the (1967)","great escape, the (1963)",2
"dirty dozen, the (1967)",henry v (1989),2
"dirty dozen, the (1967)",independence day (a.k.a. id4) (1996),3
"dirty dozen, the (1967)",it's a wonderful life (1946),2
"dirty dozen, the (1967)",l.a. confidential (1997),4
"dirty dozen, the (1967)",lawrence of arabia (1962),3
"dirty dozen, the (1967)","magnificent seven, the (1960)",2
"dirty dozen, the (1967)",on the waterfront (1954),2
"dirty dozen, the (1967)",patton (1970),3
"dirty dozen, the (1967)",pulp fiction (1994),3
"dirty dozen, the (1967)",raiders of the lost ark (indiana jones and the raiders of the lost ark) (1981),4
"dirty dozen, the (1967)",rear window (1954),5
"dirty dozen, the (1967)",saving private ryan (1998),6
"dirty dozen, the (1967)","shawshank redemption, the (1994)",2
"dirty dozen, the (1967)","usual suspects, the (1995)",3
district 9 (2009),django unchained (2012),4
district 9 (2009),dr. strangelove or: how i learned to stop worrying and love the bomb (1964),3
